q2,q3,Q3b,q10,q15,q35_1,q35_2,q35_7a,q35_7b,q35_8,q35_9,q35_10,q36_1,q36c_1,q18,q20,q21,q22_2,q22_4a,q22_4b,q22_5,q22_6,q22_7,q25,q29,q30,q8a_1,q8a_2,q8a_3,q8a_4,q8a_5,q8a_6,q8a_7,q8a_8,q8a_9,q8a_10,q8a_11,q8a_12,q8b_1,q8b_2,q8b_3,q8b_4,q8b_5,q8b_6,q8b_7,q7e_1,q7e_2,q7e_3,q7e_4,q7e_5,q7e_6,q7e_7,q7e_8,q7e_9,q7e_10,q7e_11,q7e_12,q7e_13,q7e_14,q7e_15,q7e_16,q7e_17,q7e_18,q7e_19,q7e_20,q1,FT22,FT19,q50a,q50b,q50c,q50d,q50e,q50f,q22a_1,q22a_2,q22a_3,q22a_4,q22a_5,q22a_6,q22a_7a,q22a_7b,q22a_9,q22a_10,q22a_11,q22a_12,q22a_13,q22a_14,q22a_15,q22a_16,q22a_17,q22a_18,q22a_19,q22a_22,q22a_23,q22a_24a,q22a_24b,q22a_26,q22a_27,q22a_29,q22a_30,q11a,q11b,q11f1,q11f2,q11f3,q11f,q10a_1,q10a_2a,q10a_2b,q10a_2c,q10a_3a,q10a_3b,q10a_4a,q10a_4b,q10a_5,q10a_6a,q10a_6b,q10a_7a,q10a_7b,q10a_8a,q10a_8b,q10a_9a,q10a_9b,q10a_9c,q10a_9d,q10a_10a,q10a_10b,q10a_10c,q10a_11a,q10a_11b,q10a_11c,q10a_11d,q10b_12,q19_1,q19_2,q19_3a,q19_3b,q19_3c,q19_3d,q19_4a,q19_4b,q19_5a,q19_5b,q19_6a,q19_6b,q19_6c,q19_6d,q19_7,q19_8,q19_9a,q19_9b,q19_10,q12_1,q12_2,q12_3,q12_4,q12_5,q12_6,q13,q13a_1,q13a_2,q13a_3,q13b_1,q13b_2,q13b_3,q13b_4,q23a_1,q23a_2,q23a_3,q23a_4,q23a_5,q23a_6a,q23a_6b,q23a_6c,q23a_7,q23a_7a,q23a_7b,q23a_8a,q23a_8b,q23a_9a,q23a_9b,q23a_10,q23a_11,q23a_12,q5,q6,q33,q24a_1a,q24a_1b,q24a_2,q24a_3a,q24a_3b,q24a_4a,q24a_4b,q24a_5,q24a_6a,q24a_6b,q24a_7,q24a_8a,q24a_8b,q24a_9a,q24a_9b,q24a_10,q26,q60_1,q60_2,q60_3,q60_4,q60_5,q60_6,q60_7,q60_8,q60_9,q60_10,Q29B_1,Q29B_2,Q29B_3,Q29B_3a,Q29B_4,Q29B_5,Q29B_6,Q29B_7,q13F,q13G,q13H,q59,family_status,children_under_18,children_in_household,region,profile_education,profile_education_recoded,personal_income,household_income,profile_marital,profile_house_tenure,house_type,weight,Alder01,Alder02,FT19b,FT22b,FT22b2,gender
1,6,6,15,,,1,,2,2,2,4,3,,2,3,1,,,,,,,3,2,6,,,,,,,,,,,,,,,,,,,,5,,4,2,1,1,,,1,1,1,2,3,,,,,,2,1,2,1,1,3,4,3,5,,,2,3,5,4,,,,1,1,,3,,,,5,,2,,,1,5,,,,4,2,5,2,1,,,,2,1,,,1,,3,,1,3,,3,,1,,1,,,,88,,,1,,,,88,3,2,3,,,,88,,3,,,,,,88,1,,,,3,88,3,4,3,4,4,1,,,,2,1,1,88,3,1,5,2,,,,2,5,,3,,4,,,,,88,3,4,3,,,,,2,,,88,,5,,,5,,1,5,3,11,9,9,10,9,10,7,3,11,11,,1,,,3,,1,,,,1,1,5,2,0,4,1,1,2,6,5,3,2,1.13964321844,4,5,1,1,1,1
6,8,8,4,3,3,3,4,,3,2,4,3,,2,4,3,,,,,,,3,1,7,,,,,,,,,,,,,,,,,,,,,2,2,4,3,,,,,1,3,3,3,,,2,,,1,2,2,8,1,4,4,,,2,4,2,4,3,3,,1,4,,4,3,,,2,,,,,,5,1,3,,3,,,3,5,2,2,,2,,2,3,,,,2,,1,,3,1,,1,,,,,2,,,1,,,,2,,,2,3,3,,88,,,,2,2,,,2,,,,,3,,,1,3,2,2,2,2,1,,,,1,1,2,1,2,2,4,2,4,1,,,2,,,,2,,3,3,,,1,2,2,,4,3,3,,4,,,3,,,1,,,3,,2,,,,,,,,,,,2,,2,,,,,2,,,2,,3,2,0,3,3,2,3,5,7,3,2,0.79662937409,3,3,1,2,3,2
1,6,8,4,1,5,3,,4,3,2,4,1,2,2,5,4,1,1,,2,1,1,3,1,4,,,,,,,,,,,,,,,,,,,,,4,1,1,3,,,,,3,,4,,4,3,2,,4,1,1,2,17,4,4,5,6,4,,,3,4,4,2,,,,1,1,,1,,,,5,,3,,,3,5,,,,1,2,1,1,2,,,,1,2,,,2,,2,,2,2,,88,,2,,2,,,,2,,,2,,,,2,2,3,3,,,,1,,1,,,,,,1,1,,,,2,88,3,4,3,2,4,3,,,,,,,,4,2,1,88,,,,3,5,,3,,1,,,,,1,3,5,2,,,,,1,,,1,,3,,,1,,4,3,4,8,9,6,12,3,1,6,1,7,10,,4,,,5,,4,,2,,,3,2,1,2,3,1,1,6,6,1,1,3,1.22105664304,4,4,1,2,3,1
1,1,1,5,1,1,4,4,,3,4,4,1,4,2,4,3,,,,,,,2,1,8,,,,,,,,,,,,,,,,,,,,2,2,4,5,3,,,5,,2,2,2,,,,,,,1,1,1,21,5,4,5,,,3,5,1,1,5,5,,1,5,,4,2,,,2,,,,,,4,4,1,,3,,,3,3,2,1,,2,,88,2,,,,2,,1,,2,1,,2,,,,,3,,,2,,,,2,,,2,1,3,,1,,,,2,2,,,2,,,,,3,,,2,2,2,2,4,4,1,,,,1,1,2,1,3,1,5,3,4,5,,,5,,,,4,,5,4,,,1,2,4,,5,2,2,,2,,,88,,,5,,,3,,3,,,,,,,,,,,2,,4,,,,,3,,2,,,2,1,2,1,7,6,5,5,7,2,4,1.01532307077,2,2,2,2,2,1
1,4,3,4,1,2,3,,4,4,2,6,3,,2,3,3,,,,,,,3,2,6,,,,,,,,,,,,,,,,,,,,,,6,6,6,,,6,,6,,6,6,6,,6,,,6,6,3,1,8,2,4,,4,,4,6,6,6,6,,,,6,6,,6,,,6,,6,,,,6,5,,,3,,3,5,88,88,,,88,88,88,,88,,88,,,88,88,,88,,88,88,,,,88,,,88,,,,88,,88,88,88,,,88,,,88,,88,,,88,,,,,88,,88,88,88,88,88,88,88,,,,,,,,88,88,88,88,,,88,,88,88,,,88,,,,88,,88,88,3,,,,,88,,88,,,88,88,,88,88,,,3,,,,,,,,,,,,88,,88,,,88,,1,,,2,3,2,0,5,4,3,2,2,7,1,4,0.980021708723,1,2,2,1,1,1
3,6,4,12,,,4,4,,1,3,2,2,1,2,4,3,,,,,,,2,1,8,,,,,,,,,,,,,,,,,,,,,4,4,2,2,4,,,,1,,1,5,,,,1,,3,2,2,16,4,4,4,,,3,4,1,1,4,5,,3,5,,1,4,,,3,,,,,,3,1,1,,5,,,2,2,2,1,,1,,2,3,,,,3,,3,,3,3,,3,,,,,3,,,3,,,,3,,,3,1,3,,3,,,,3,3,,,3,,,,,3,,,3,4,3,4,4,4,1,,,,1,1,1,1,3,1,5,1,88,1,,,2,,,,5,,5,5,,,2,1,4,,3,1,2,,2,,,4,,,5,,,1,,3,,,,,,,,,,,1,,1,,,,,4,,2,,,4,1,1,2,6,5,1,7,5,3,2,0.815641966218,2,2,1,1,1,1
1,1,1,17,,,2,2,,2,3,2,4,,3,2,1,,,,,,,2,1,9,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,,3,,2,,2,,3,,,,3,3,2,2,1,4,3,3,,,2,3,2,3,4,4,,2,5,,2,5,,,5,,,,,,2,1,1,,4,,,1,5,2,1,,1,,2,1,,,,1,,1,,1,1,,1,,,,,1,,,1,,,,1,,,3,2,3,,3,,,,2,3,,,2,,,,,2,,,2,4,3,2,2,4,1,,,,2,2,2,3,3,1,3,3,2,2,,,88,,,,3,,3,4,,,2,2,3,,2,2,2,,3,,,4,,,3,,,2,,3,,,,,,,,,,,3,,2,,,,,3,,,1,,5,2,0,1,5,4,2,5,5,3,4,0.614136365664,6,6,1,1,1,2
4,7,6,15,,,3,3,,2,1,3,2,3,2,5,4,1,,1,1,1,1,5,1,9,8,6,4,5,7,5,7,8,8,9,8,5,8,4,3,3,7,2,10,,,,,,,,,,,,,,,,,,,,,4,1,8,5,5,3,,3,,2,2,2,2,1,,1,,5,1,,5,,,,,,4,,5,5,1,,,,2,5,2,2,1,,,2,3,3,,,3,,3,,3,3,,,,,,3,,,,,,,3,,,,3,1,3,2,,,,1,,,,2,,,,,1,,,,1,2,2,2,3,3,1,3,2,1,,,,,4,4,5,3,,4,,,3,,,1,,5,,5,,,3,4,2,5,,1,1,,5,,,,,,5,,1,,,3,9,9,8,8,8,8,7,7,7,7,2,,2,,,2,,,,2,,,5,2,0,3,2,2,4,7,4,3,2,0.735031835087,4,4,2,1,1,1
1,5,5,6,,2,3,,3,3,4,4,3,,2,4,3,,,,,,,4,1,8,,,,,,,,,,,,,,,,,,,,,,3,3,2,,,,,2,1,1,,,3,,2,3,3,2,1,7,9,4,4,,4,,3,1,1,2,2,,,,3,3,,4,,,5,,5,,,,1,2,,,5,,2,2,2,1,,,1,2,2,,2,,1,,,1,1,,1,,1,3,,,,1,,,1,,,,1,,1,3,3,,,2,,,3,,3,,,2,,,,,3,,2,4,88,88,4,88,1,,,,1,1,1,1,2,1,3,88,,,88,,3,5,,,5,,,,3,,1,5,3,,,,,3,,2,,,4,3,,4,1,,,2,,,,,,,,,,,,1,,1,,,1,,,,4,2,5,2,0,2,5,4,3,6,5,1,4,0.55819748129,6,6,1,2,3,2
1,2,2,18,,,1,1,,3,2,1,5,,2,1,1,,,,,,,3,2,10,1,1,6,1,1,0,1,0,0,10,0,0,1,7,0,0,1,0,10,,,,,,,,,,,,,,,,,,,,,3,23,7,3,4,6,,3,,5,3,4,4,3,,2,,5,3,,5,,,,,,5,,4,4,2,,,,5,4,2,2,1,,,2,3,3,,,3,,3,,3,3,,,,,,3,,,,,,,3,,,,3,1,3,3,,,,2,,,,2,,,,,2,,,,2,3,3,3,4,88,1,2,3,2,,,,,4,1,3,88,,3,,,3,,,2,,5,,3,,,3,4,2,3,,1,2,,1,,,,,,3,,4,,,3,9,9,12,4,4,4,4,4,12,12,5,,4,,,3,,,1,,,,5,2,0,3,5,4,1,11,5,3,2,0.638123829331,5,5,2,2,3,1
6,8,8,1,1,2,4,,4,3,2,3,1,2,1,5,4,2,1,,3,1,2,3,2,7,,,,,,,,,,,,,,,,,,,,,,2,2,3,,,,3,2,,3,2,,,1,2,,1,1,2,8,11,4,5,,4,,4,1,2,5,4,,,,2,2,,1,,,5,,2,,,,1,5,,,1,,2,1,2,1,,,1,1,2,,2,,1,,,2,2,,1,,2,2,,,,2,,,2,,,,2,,2,3,3,,,1,,,1,,2,,,1,,,,,3,,1,3,2,2,3,3,1,,,,1,1,1,1,4,1,4,1,,,1,,1,1,,,2,,,,1,,1,2,3,,,,,1,,4,,,5,5,,5,1,,,2,,,,,,,,,,,,1,,1,,,1,,1,,,2,7,2,0,2,3,2,2,2,3,1,97,0.793695360878,3,4,3,2,3,1
1,3,8,4,1,1,4,1,,1,3,4,2,4,2,5,4,2,,2,2,1,2,3,2,5,99,99,99,99,99,99,99,99,99,99,99,99,7,7,3,0,8,3,1,,,,,,,,,,,,,,,,,,,,,2,13,13,5,4,6,,5,,4,4,4,6,6,,2,,2,3,,5,,,,,,2,,4,5,2,,,,3,3,88,88,2,,,1,3,3,,,3,,3,,3,3,,,,,,3,,,,,,,88,,,,88,3,3,2,,,,2,,,,2,,,,,3,,,,2,3,2,1,1,1,88,,,,,,,,4,3,2,88,,2,,,3,,,2,,3,,3,,,88,3,4,4,,3,3,,88,,,,,,3,,88,,,3,9,9,6,4,5,6,6,3,3,7,3,,88,,,88,,,1,,,,2,2,0,2,5,4,4,4,8,3,2,0.65951453504,4,5,3,3,4,1
1,1,1,16,,,3,3,,3,4,3,5,,2,2,1,,,,,,,2,2,9,9,3,7,2,7,6,8,5,7,3,5,3,10,9,9,6,8,5,2,,,,,,,,,,,,,,,,,,,,,2,1,1,4,4,3,,3,,4,1,3,4,3,,2,,3,2,,4,,,,,,4,,1,1,1,,,,5,5,3,1,1,,,2,1,1,,,1,,1,,1,1,,,,,,1,,,,,,,1,,,,1,2,3,3,,,,2,,,,2,,,,,3,,,,1,2,2,2,3,4,1,1,1,2,,,,,1,1,1,2,,3,,,88,,,5,,5,,3,,,3,2,2,1,,1,3,,2,,,,,,1,,1,,,1,10,11,10,8,11,11,8,10,11,11,1,,1,,,1,,,1,,,,2,2,0,1,1,1,2,2,8,1,4,1.30559498012,5,6,1,1,1,1
2,6,3,23,,,4,4,,2,1,3,1,2,2,5,4,1,,1,2,2,1,5,2,3,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,,,,3,3,5,4,,3,,,,2,2,3,17,17,5,4,,,4,6,3,2,2,3,,1,1,,3,2,,,2,,,,,,3,4,5,,1,,,2,2,2,1,,2,,1,88,,,,88,,2,,88,88,,88,,,,,88,,,88,,,,88,,,3,1,2,,2,,,,1,3,,,3,,,,,2,,,2,2,2,2,3,2,2,,,,2,2,1,2,4,5,4,2,3,1,,,3,,,,1,,1,1,,,3,2,2,,3,2,1,,3,,,5,,,4,,,1,,4,,,,,,,,,,,2,,2,,,,,4,,1,,,5,2,0,5,4,3,3,7,5,3,2,1.00325574714,3,4,2,2,3,2
9,4,9,17,,,2,,3,3,6,2,3,,5,3,1,,,,,,,3,1,4,,,,,,,,,,,,,,,,,,,,3,,3,2,1,,2,4,,2,,3,,1,,,,,2,1,2,13,13,4,4,,6,,3,2,3,4,4,,,,3,3,,4,,,3,,2,,,,1,2,,,3,,3,3,3,1,,,88,2,3,,2,,3,,,3,3,,1,,1,3,,,,3,,,1,,,,3,,88,3,3,,,1,,,88,,3,,,1,,,,,3,,2,3,3,3,3,3,1,,,,3,1,1,88,3,2,4,3,,,2,,88,88,,,3,,,,3,,1,3,3,,,,,2,,3,,,5,3,,5,2,,,88,,,,,,,,,,,,1,,2,,,2,,,2,,2,5,2,0,3,2,2,2,3,5,3,2,0.744132063342,6,6,3,3,4,1
1,3,3,17,,,1,1,,1,3,3,4,,2,2,1,,,,,,,3,1,10,10,3,1,0,6,1,88,0,2,0,4,2,10,1,6,1,4,2,0,,,,,,,,,,,,,,,,,,,,,2,1,1,3,4,2,,1,,1,4,2,2,4,,3,,3,5,,3,,,,,,1,,1,2,5,,,,2,6,1,1,1,,,2,1,1,,,1,,1,,1,1,,,,,,1,,,,,,,1,,,,1,2,3,3,,,,3,,,,2,,,,,1,,,,88,2,2,2,1,88,2,3,2,2,,,,,1,2,3,4,,4,,,5,,,4,,1,,4,,,1,1,3,2,,4,3,,1,,,,,,3,,88,,,2,9,11,11,11,9,11,8,9,9,10,1,,1,,,1,,,1,,,,5,2,0,2,6,5,12,12,5,1,3,0.711746230477,6,6,1,1,1,2
1,7,7,17,,,4,4,,4,6,3,1,3,5,5,4,3,1,,3,2,3,5,2,3,,,,,,,,,,,,,,,,,,,,,6,6,1,1,1,1,,,1,,6,6,,,,,,6,6,4,11,11,5,6,,,3,5,1,6,6,6,,1,3,,1,6,,,6,,,,,,5,1,6,,6,,,3,6,3,1,,2,,1,88,,,,88,,88,,88,88,,88,,,,,88,,,88,,,,88,,,2,88,3,,2,,,,88,3,,,3,,,,,3,,,1,3,4,4,4,4,1,,,,1,1,88,88,4,2,2,3,88,1,,,2,,,,3,,1,88,,,88,99,3,,1,1,1,,1,,,5,,,3,,,1,,4,,,,,,,,,,,3,,88,,,,,88,,,5,,4,1,2,4,1,1,2,4,5,1,4,1.33651114982,3,3,3,3,4,1
5,7,6,23,,,3,,3,6,6,6,2,3,2,3,3,,,,,,,4,3,4,,,,,,,,,,,,,,,,,,,,,,3,3,3,,3,,,3,2,2,3,,,,2,4,3,3,3,13,13,4,4,3,3,,,3,3,3,3,,,,2,3,,3,,,,6,,3,,,1,3,,,,4,4,3,2,3,,,,2,88,,,88,,88,,88,88,,88,,88,,88,,,,88,,,88,,,,88,88,88,3,,,,88,,3,,,,,,3,1,,,,3,2,3,3,3,3,88,2,,,,3,2,2,88,2,3,3,2,,,,2,2,,3,,2,,,,,88,3,99,2,,,,,88,,,88,,4,,,88,,2,2,2,9,7,12,7,8,8,12,12,12,12,,1,,,3,,1,,,2,,3,4,1,1,4,2,2,12,12,5,3,2,0.804531262871,3,3,3,3,4,1
1,4,4,17,,,1,,1,1,1,1,4,,3,2,1,,,,,,,2,1,10,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,,1,,1,,,1,,,,1,1,2,11,1,3,3,,3,,3,2,2,3,3,,,,2,2,,2,,,2,,2,,,,2,2,,,1,,1,3,2,2,,,2,2,1,,1,,1,,,1,1,,1,,1,1,,,,1,,,1,,,,1,,3,2,2,,,2,,,2,,2,,,2,,,,,2,,88,2,2,2,2,4,1,,,,2,1,1,2,1,1,3,3,,,3,,3,3,,,3,,,,5,,2,2,2,,,,,3,,3,,,3,3,,3,3,,,2,,,,,,,,,,,,1,,1,,,1,,1,,,3,3,2,0,3,1,1,3,3,7,1,4,1.13593928237,6,6,1,3,4,2
1,2,2,3,2,2,2,3,,4,3,4,3,,2,6,2,,,,,,,3,1,11,,,,,,,,,,,,,,,,,,,,,,1,3,2,,,3,,1,1,1,,,2,3,,,2,2,3,1,3,4,5,,,3,3,3,3,4,6,,1,4,,1,6,,,6,,,,,,1,4,2,,4,,,2,5,3,88,,2,,2,1,,,,1,,1,,1,88,,88,,,,,3,,,1,,,,88,,,1,1,3,,2,,,,3,3,,,2,,,,,3,,,2,3,3,2,3,4,1,,,,2,2,1,1,4,2,1,3,88,4,,,5,,,,4,,3,4,,,1,4,3,,88,2,3,,1,,,5,,,1,,,1,,3,,,,,,,,,,,1,,1,,,,,5,,2,,,5,2,0,3,5,4,12,12,5,3,2,0.638123829331,4,5,2,1,1,1
1,7,8,17,,,5,2,,5,1,1,5,,3,2,1,,,,,,,3,2,6,,,,,,,,,,,,,,,,,,,,,4,3,2,1,,,,,3,1,4,,3,,,3,,1,1,1,23,7,3,4,,,6,6,4,3,3,2,,1,1,,5,3,,,2,,,,,,5,1,5,,2,,,1,1,88,2,,2,,1,3,,,,1,,2,,3,88,,2,,,,,2,,,1,,,,2,,,3,2,3,,3,,,,1,3,,,1,,,,,88,,,1,3,3,2,2,88,1,,,,3,1,1,1,5,3,1,5,2,3,,,2,,,,1,,1,1,,,3,3,3,,2,2,1,,3,,,1,,,1,,,1,,3,,,,,,,,,,,5,,3,,,,,2,2,,,,5,2,0,3,5,4,2,5,4,3,2,0.646024266053,5,6,2,2,3,1
3,7,9,4,2,2,2,2,,6,2,3,3,,2,4,5,,,,,,,4,2,4,,,,,,,,,,,,,,,,,,,,3,,3,4,3,2,,,,2,,3,4,,,3,,,2,2,4,11,14,4,4,,,6,3,2,3,4,3,,1,3,,2,3,,,2,,,,,,3,1,4,,3,,,3,3,2,1,,2,,2,3,,,,3,,3,,3,3,,3,,,,,3,,,3,,,,3,,,88,2,3,,2,,,,2,3,,,3,,,,,3,,,2,3,2,2,3,2,2,,,,2,2,3,3,4,2,3,3,3,2,,,2,,,,3,,3,3,,,3,3,3,,4,2,2,,3,,,3,,,2,,,2,,4,,,,,,,,,,,3,,2,,,,,3,1,,,,5,2,0,5,5,4,6,10,5,3,2,0.648108417049,4,5,3,3,4,2
1,2,2,3,1,4,3,3,,3,1,3,3,,3,3,2,,,,,,,3,2,10,9,10,8,8,9,8,9,9,8,10,9,8,99,99,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,2,1,1,2,3,2,,2,,4,3,3,1,2,,4,,2,5,,3,,,,,,3,,4,3,3,,,,4,3,1,1,1,,,2,3,2,,,1,,1,,1,2,,,,,,1,,,,,,,1,,,,1,3,2,1,,,,1,,,,1,,,,,2,,,,3,2,2,2,2,2,2,3,2,2,,,,,3,2,3,2,,2,,,3,,,1,,3,,1,,,2,2,2,3,,3,5,,3,,,,,,3,,2,,,3,10,9,9,9,8,8,9,8,12,7,4,,3,,,3,,,2,,,,3,2,0,3,6,5,3,4,7,1,1,1.12740203156,1,1,1,1,1,2
1,5,5,3,1,1,2,,2,2,3,6,4,,2,3,1,,,,,,,3,1,10,,,,,,,,,,,,,,,,,,,,,,4,3,4,5,,,,1,1,4,,3,,4,,,3,3,4,1,2,4,4,,4,,4,3,6,5,4,,,,4,3,,2,,,5,,3,,,,1,4,,,5,,3,6,2,3,,,1,2,2,,2,,1,,,1,1,,1,,1,2,,,,3,,,1,,,,1,,1,2,3,,,2,,,3,,3,,,1,,,,,3,,1,4,3,4,4,2,1,,,,3,1,3,2,2,1,2,5,,,88,,5,5,,,3,,,,1,,1,88,4,,,,,2,,4,,,3,4,,4,2,,,2,,,,,,,,,,,,1,,4,,,1,,,2,,3,4,1,1,4,6,5,4,9,4,3,2,0.890592516288,2,2,1,1,1,1
1,2,2,15,,,1,,2,2,2,5,4,,2,4,1,,,,,,,3,2,8,,,,,,,,,,,,,,,,,,,,,,5,5,5,,,,,5,5,5,5,5,,5,,5,5,5,4,13,13,3,4,3,4,,,3,6,6,6,,,,1,6,,2,,,,5,,2,,,5,5,,,,2,3,6,3,1,,,,1,88,,,88,,88,,88,88,,88,,88,,88,,,,88,,,88,,,,88,88,1,3,,,,2,,2,,,,,,2,1,,,,2,88,2,88,88,88,88,2,,,,2,2,2,2,5,2,88,88,,,,88,2,,5,,3,,,,,88,3,4,3,,,,,2,,,2,,88,,,88,,2,88,4,9,9,6,12,2,2,2,2,2,2,,1,,,5,,1,,1,,,3,3,2,0,5,1,1,3,3,7,1,4,1.24016225641,4,4,3,3,4,2
6,8,8,6,,1,1,2,,1,2,2,4,,3,2,2,,,,,,,3,1,9,,,,,,,,,,,,,,,,,,,,,,5,4,2,4,,,,2,,2,5,,5,3,,,4,4,3,11,4,2,3,,,3,3,3,4,4,4,,5,5,,4,1,,,5,,,,,,5,1,2,,3,,,2,5,3,3,,1,,2,1,,,,1,,1,,1,1,,1,,,,,1,,,1,,,,1,,,1,2,3,,3,,,,3,2,,,2,,,,,2,,,1,2,2,2,2,4,3,,,,,,,,2,5,5,88,5,1,,,5,,,,4,,2,5,,,88,4,3,,4,1,1,,3,,,3,,,4,,,1,,2,,,,,,,,,,,3,,1,,,,,5,,2,,,5,2,0,4,5,4,3,6,4,3,1,0.595577198458,4,4,1,3,4,1
5,8,8,5,2,2,2,,2,4,2,3,4,,1,4,1,,,,,,,3,2,3,,,,,,,,,,,,,,,,,,,,,,2,1,4,5,,4,,2,,5,,4,3,,,,3,3,1,17,17,3,5,,3,,5,5,5,3,2,,,,1,5,,1,,,3,,2,,,,4,5,,,3,,2,1,1,2,,,1,1,2,,2,,2,,,2,2,,2,,2,2,,,,2,,,2,,,,2,,2,3,2,,,2,,,1,,2,,,1,,,,,2,,2,4,3,3,3,4,1,,,,3,2,1,1,5,5,1,2,,,2,,2,1,,,1,,,,3,,3,5,3,,,,,1,,5,,,1,2,,1,3,,,4,,,,,,,,,,,,3,,5,,,5,,,1,,2,2,2,0,2,5,4,9,9,1,3,1,0.611212153385,4,5,2,2,3,2
5,8,8,4,2,2,2,2,,2,2,4,3,,1,2,1,,,,,,,2,2,8,,,,,,,,,,,,,,,,,,,,3,,1,1,2,,,,2,1,,3,,,2,1,,,1,1,3,23,7,4,5,,,4,4,1,2,4,4,,1,1,,4,2,,,2,,,,,,4,1,5,,3,,,2,1,2,2,,2,,1,2,,,,2,,2,,2,2,,2,,,,,2,,,2,,,,2,,,2,2,3,,2,,,,2,2,,,2,,,,,3,,,1,2,3,3,3,88,1,,,,2,2,1,1,4,4,4,2,3,2,,,2,,,,2,,1,1,,,3,2,2,,3,1,1,,1,,,5,,,4,,,1,,4,,,,,,,,,,,1,,1,,,,,4,,2,,,5,2,0,2,5,4,6,10,5,3,1,0.65951453504,4,5,2,2,3,1
3,3,3,15,,,4,4,,4,4,4,1,3,1,1,4,4,4,,2,4,1,4,2,4,4,88,88,88,6,88,0,0,0,0,88,88,5,0,6,88,0,0,0,,,,,,,,,,,,,,,,,,,,,3,1,1,5,5,3,,6,,1,2,4,4,5,,6,,3,6,,3,,,,,,3,,1,4,2,,,,3,6,3,88,2,,,1,88,1,,,2,,88,,3,3,,,,,,88,,,,,,,88,,,,3,1,3,2,,,,2,,,,3,,,,,2,,,,2,4,2,4,4,88,1,1,2,2,,,,,5,1,1,88,,2,,,5,,,88,,88,,88,,,1,3,3,1,,1,1,,1,,,,,,1,,88,,,3,11,11,6,8,4,4,1,5,12,9,1,,1,,,1,,,1,,,,7,2,0,2,2,2,2,3,7,1,4,0.759671017873,4,5,1,1,1,1
6,7,7,15,,,5,2,,1,1,1,3,,2,2,2,,,,,,,2,3,9,,,,,,,,,,,,,,,,,,,,5,6,4,4,4,,,,,3,,3,3,3,,,,,2,3,2,1,1,3,3,,,6,6,3,3,3,1,,2,1,,2,3,,,3,,,,,,5,1,1,,1,,,2,3,2,1,,1,,1,88,,,,88,,1,,1,1,,1,,,,,1,,,1,,,,88,,,88,88,3,,88,,,,3,3,,,3,,,,,3,,,2,2,2,2,2,4,88,,,,,,,,3,1,3,1,3,1,,,1,,,,2,,1,2,,,3,3,3,,2,1,1,,1,,,3,,,3,,,1,,2,,,,,,,,,,,2,,1,,,,,3,1,,,,3,2,0,4,1,1,3,3,7,1,3,1.25191210566,5,5,1,1,1,2
1,6,6,4,2,1,1,2,,2,2,1,4,,3,2,1,,,,,,,2,1,9,,,,,,,,,,,,,,,,,,,,,,3,2,3,4,,,,3,2,3,,,,3,4,,3,3,2,8,8,4,3,,,4,3,3,4,3,2,,3,4,,3,3,,,2,,,,,,3,3,2,,3,,,4,3,3,3,,1,,1,3,,,,3,,3,,3,3,,3,,,,,3,,,3,,,,3,,,3,2,2,,2,,,,2,2,,,2,,,,,2,,,2,2,2,2,2,2,2,,,,3,1,1,2,4,3,2,3,4,3,,,2,,,,3,,3,4,,,2,2,3,,3,2,4,,3,,,3,,,2,,,3,,2,,,,,,,,,,,3,,2,,,,,3,1,,,,5,2,0,5,5,4,2,9,5,3,2,0.609926516149,5,6,2,2,3,1
3,3,8,14,,,2,2,,1,4,1,4,,2,2,1,,,,,,,2,1,10,,,,,,,,,,,,,,,,,,,,,5,2,1,3,,,3,,2,,1,,,,,1,5,5,4,1,9,9,4,4,,,3,3,1,1,5,5,,5,5,,1,5,,,5,,,,,,3,1,1,,5,,,1,5,2,1,,1,,2,3,,,,3,,2,,3,3,,3,,,,,3,,,1,,,,3,,,3,1,3,,3,,,,3,3,,,3,,,,,3,,,1,3,3,4,4,4,1,,,,1,1,1,1,3,1,5,4,3,3,,,5,,,,5,,5,5,,,2,4,4,,5,1,1,,1,,,5,,,5,,,1,,3,,,,,,,,,,,5,,1,,,,,5,2,,,,5,2,0,1,6,5,1,2,5,2,4,1.10801240808,1,2,1,1,1,1
1,5,1,3,1,1,1,,1,4,4,1,3,,2,2,1,,,,,,,4,1,9,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,,,3,,3,,3,,,3,,3,3,1,1,1,4,5,,4,,4,2,2,5,5,,,,3,3,,2,,,3,,3,,,,4,4,,,5,,1,4,2,1,,,2,2,2,,1,,1,,,1,1,,1,,1,2,,,,2,,,1,,,,2,,2,3,3,,,3,,,3,,3,,,3,,,,,3,,1,4,4,4,4,1,1,,,,1,1,1,1,1,1,4,1,,,5,,2,1,,,5,,,,1,,1,2,2,,,,,3,,3,,,3,3,,3,3,,,1,,,,,,,,,,,,1,,4,,,1,,,2,,2,2,2,0,3,4,3,8,10,3,1,4,0.969157174301,4,5,1,1,1,2
