v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v99,v100,v101,v102,v103,v104,v105,v106,v107,v115,v116,v117,v118,v120,v121,v122,v123,v125,v126,v127,v128,v129,v130,Alder,alderinterval,recodetalder
1,2,4,2,2,3,2,2,2,2,1,2,2,1,2,5,5,2,1,1,1,1,5,1,2,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,1,1,2,5,2,4,4,4,3,3,3,1,2,11,11,11,11,11,11,11,11,1,3,4,5,2,6,6,7,1,1952,5,2,11,1,1,1,3,1,7,2,13,1,11,37,2,3,11,10001,11,11,101,11,11,1001,1,1,7,6,2,4,1,1,2,101,5,5,50,5,4
1,2,5,5,2,2,2,5,1,1,1,2,2,1,8,5,1,1,1,2,2,1,5,8,8,1,3,5,2,11,5,5,5,1,20,5,4,2,2,2,4,8,8,7,7,7,7,7,7,3,8,3,2,1,1,1,1,1,1,2,3,1,1,2,2,3,3,10,7,9,1,1936,1,11,1,2,1,1,1,1,8,2,101,13,1,37,1,4,2,10001,1,2,13,1,1,37,1,1,6,2,4,2,1,6,2,101,2,5,66,6,5
1,5,5,5,3,4,2,5,2,2,8,8,8,8,3,5,2,2,1,1,2,1,5,1,2,1,3,2,4,2,11,8,2,10,7,3,3,1,3,4,6,1,2,2,4,3,3,4,4,2,3,2,1,1,7,1,7,7,7,1,7,7,8,2,5,2,8,9,8,10,2,1972,5,1,11,4,1,3,5,1,8,2,18,1,11,37,2,1,11,10001,5,8,1,11,3,42,1,1,5,5,3,2,1,7,2,101,4,9,30,3,2
1,5,5,5,1,1,2,5,3,2,1,2,2,8,5,5,3,1,1,1,1,1,5,1,2,1,3,4,1,3,2,3,2,14,7,3,5,3,2,4,2,2,1,5,1,3,4,4,4,1,2,1,2,1,1,1,1,1,1,1,2,2,8,1,5,5,3,7,7,9,1,1953,1,11,1,2,1,1,7,1,4,2,15,1,11,37,1,1,11,10001,4,7,1,11,3,37,1,1,7,4,4,1,1,8,2,101,7,10,49,4,3
1,3,5,5,1,1,1,5,1,2,1,2,2,1,5,5,5,1,1,1,1,1,5,1,1,1,4,1,3,3,3,1,3,4,1,1,4,7,3,3,5,1,5,2,5,3,3,3,3,2,2,2,1,2,11,11,11,11,11,11,11,11,8,3,2,3,3,9,9,9,2,1981,5,1,11,2,1,1,6,2,4,3,13,9,11,37,1,3,11,10001,6,9,1,11,3,49,1,1,5,5,4,3,1,1,2,101,3,5,21,2,1
1,5,5,5,4,2,1,5,1,1,1,1,1,1,5,5,5,5,5,1,5,1,3,1,2,1,4,3,4,8,2,3,3,10,8,3,3,7,3,4,6,3,2,3,4,2,2,4,4,1,3,1,1,2,11,11,11,11,11,11,11,11,1,1,5,5,2,10,3,10,2,1973,5,1,11,2,1,1,5,1,8,2,12,1,11,40,2,3,11,10001,6,7,1,11,3,40,2,1,5,4,4,1,1,8,1,8,6,10,29,2,2
8,5,5,5,3,1,1,5,2,1,1,2,2,1,5,5,1,2,1,1,1,1,5,1,1,1,4,8,11,3,2,5,1,6,3,3,3,7,2,1,5,4,2,4,2,2,2,4,4,4,3,4,1,2,11,11,11,11,11,11,11,11,1,3,4,2,2,10,8,10,2,1978,1,11,1,2,1,1,5,1,7,2,16,1,11,40,2,1,11,10001,6,9,1,11,3,40,1,1,5,6,2,4,1,8,1,8,4,8,24,2,1
2,2,11,4,5,1,1,5,1,1,1,2,2,1,2,5,3,4,2,1,1,1,5,2,2,1,3,1,4,2,3,3,2,16,4,1,2,3,4,4,6,1,5,2,5,3,2,4,4,3,3,1,2,1,1,2,2,1,1,1,1,1,1,2,2,5,2,9,7,10,2,1945,1,11,1,2,1,1,4,1,7,2,14,1,11,39,2,3,11,10001,4,7,1,11,3,45,1,1,7,3,2,4,1,3,2,101,5,12,57,5,4
1,5,4,5,8,2,4,5,3,2,1,2,2,1,4,5,2,3,1,2,2,1,5,1,3,1,4,2,5,3,2,2,2,9,2,3,4,3,4,4,4,5,3,3,3,3,4,4,4,4,5,4,1,1,1,1,7,7,1,1,7,7,8,2,2,3,5,7,4,10,2,1970,11,1,11,4,1,3,4,1,6,2,14,1,11,37,2,3,11,10001,4,6,1,11,3,37,2,1,88,6,2,1,1,8,2,101,5,8,32,3,2
1,5,4,5,5,1,1,5,3,3,1,2,2,1,1,5,1,2,1,1,1,1,5,1,1,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,4,1,4,2,3,3,4,4,4,3,4,1,1,1,1,1,7,1,1,1,7,1,2,3,2,11,10,10,4,2,1951,3,2,11,2,1,1,5,1,7,2,16,1,11,37,2,1,11,10001,11,11,101,11,11,1001,1,1,7,5,3,4,1,8,2,101,6,6,51,5,4
4,2,2,3,5,1,3,5,2,8,1,2,2,1,8,5,2,2,1,1,1,1,4,1,1,1,3,5,1,3,4,4,4,10,10,3,3,4,3,3,3,5,2,5,2,4,4,4,4,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,5,2,3,8,3,10,1,1946,1,11,1,2,1,1,4,1,6,2,14,1,11,45,2,3,11,10001,4,6,3,11,1,25,2,6,8,4,3,4,1,5,2,101,7,9,56,5,4
2,4,5,5,4,2,2,5,4,4,1,2,2,1,3,5,2,2,1,1,2,1,5,2,4,1,4,3,2,4,3,3,4,5,7,3,3,4,3,3,3,3,1,4,2,3,4,4,4,3,2,3,2,1,1,1,1,1,1,1,1,1,1,3,5,5,3,8,5,8,1,1947,5,1,11,2,1,1,5,1,7,2,20,1,11,37,1,1,11,10001,4,8,1,11,1,37,1,1,5,5,3,4,1,8,2,101,6,10,55,5,4
2,2,2,2,2,3,3,2,2,2,1,3,2,8,2,8,1,4,1,1,3,1,4,1,1,1,4,5,2,3,4,3,4,5,30,3,5,4,4,4,2,5,1,7,7,7,7,7,7,3,8,2,2,1,1,1,1,1,11,11,11,11,1,4,4,5,3,8,5,10,1,1930,1,11,1,2,1,1,7,1,7,2,15,15,1,40,2,1,11,10001,4,6,15,1,3,888,1,1,7,3,3,4,1,8,1,8,6,6,72,7,5
2,4,4,3,3,2,2,4,8,8,1,2,1,1,4,5,4,2,1,2,2,8,5,2,8,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,4,1,7,7,1,1,4,4,3,8,2,1,2,11,11,11,11,11,11,11,11,1,2,5,4,1,8,8,9,1,1983,5,2,11,3,2,1,4,1,1,3,12,12,1,40,2,3,11,10001,11,11,101,11,11,1001,3,6,8,5,3,4,1,1,2,101,2,7,19,1,1
4,2,2,2,2,1,2,5,5,3,1,1,2,1,5,5,3,1,1,2,1,1,2,1,1,1,4,3,2,3,2,3,5,7,7,3,2,3,3,3,4,3,2,7,7,7,7,7,7,8,8,4,1,1,1,1,1,1,1,2,1,1,1,2,4,5,5,6,6,10,1,1943,3,1,11,2,1,1,2,1,3,2,101,13,1,37,1,3,11,10001,4,4,10,1,1,37,1,1,7,4,3,4,1,8,2,101,2,5,59,5,4
1,5,4,5,5,1,1,5,2,2,1,2,2,1,5,5,5,2,1,1,2,2,5,1,4,1,3,2,3,3,3,2,3,20,15,3,4,3,4,4,5,4,2,4,2,3,3,4,4,3,2,2,1,1,1,2,2,1,1,1,1,1,1,2,4,5,5,9,7,10,2,1950,1,11,1,3,2,1,4,1,6,2,13,1,11,35,1,3,11,10001,5,8,2,11,4,37,2,1,5,3,3,1,1,4,2,101,6,12,52,5,4
1,2,4,3,11,1,1,5,2,2,1,3,1,1,3,2,1,1,1,1,2,1,4,1,1,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,3,2,7,7,7,7,7,7,3,8,3,2,1,1,1,1,1,2,2,2,2,1,1,4,3,1,10,4,10,1,1923,2,2,11,1,1,1,1,11,4,2,7,15,11,1001,11,11,11,10001,11,11,101,11,11,1001,2,1,5,101,3,4,1,1,1,1,2,2,79,7,5
1,5,4,5,8,2,1,5,2,2,1,2,2,1,5,5,1,2,1,1,1,1,5,1,2,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,2,1,7,7,7,7,7,7,2,8,2,2,1,1,1,1,1,1,1,1,7,1,5,5,5,5,6,0,10,2,1937,3,2,11,2,1,1,1,1,5,1,7,13,1,37,1,1,11,10001,11,11,101,11,11,1001,2,1,5,6,2,1,1,8,2,101,3,3,65,6,5
5,1,1,4,5,5,5,1,1,5,1,3,2,2,4,5,1,2,2,2,1,1,5,1,2,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,2,4,7,7,7,7,7,7,1,8,11,2,2,11,11,11,11,11,11,11,11,1,2,4,4,2,10,10,10,2,1944,5,2,11,1,1,1,7,1,1,1,101,14,1,1001,2,3,11,10001,11,11,101,11,11,1001,2,2,8,9,3,4,1,6,1,6,2,2,58,5,4
1,2,4,2,5,1,1,4,2,2,1,2,1,1,4,5,1,3,1,2,1,1,4,1,1,1,3,5,5,5,1,5,1,4,4,4,5,4,2,4,1,2,1,7,7,7,7,7,7,3,8,2,2,1,1,1,1,1,2,2,1,1,1,4,5,2,3,5,1,9,1,1932,1,11,1,2,1,1,1,1,1,1,101,15,1,37,2,1,11,10001,4,4,1,11,1,37,1,1,5,6,3,4,1,6,1,6,3,6,70,7,5
1,5,4,5,3,11,2,5,3,3,1,2,2,1,2,5,1,3,11,1,5,1,4,1,1,1,3,4,1,3,4,3,5,1,10,1,3,4,4,4,3,2,2,2,3,2,4,2,4,2,2,1,1,1,1,1,1,1,1,1,1,1,8,3,3,5,2,5,3,6,1,1962,1,11,1,4,3,1,5,1,9,2,16,2,11,50,1,4,1,10,5,6,2,11,4,45,2,1,5,5,4,1,1,13,2,101,6,6,40,4,3
1,5,5,5,5,1,1,5,5,5,1,2,2,1,5,5,1,4,1,1,1,1,2,1,1,1,4,2,4,11,4,3,3,10,10,3,2,3,3,1,2,5,4,5,4,3,3,4,4,3,4,2,1,1,1,1,1,7,1,1,1,7,1,2,4,5,8,88,88,88,2,1964,1,11,1,4,3,1,6,1,4,2,13,1,11,40,1,3,11,10001,7,4,1,11,3,39,2,1,6,6,3,4,1,88,2,101,101,101,38,3,2
1,5,5,5,1,1,1,5,1,1,1,2,2,1,5,5,5,1,1,1,1,1,5,1,4,1,3,1,4,1,2,3,1,9,3,3,3,1,3,4,5,4,1,1,5,1,1,4,4,5,6,5,2,1,1,2,1,2,1,1,1,1,1,2,2,8,5,10,10,10,2,1948,1,11,1,2,1,1,4,1,7,2,13,1,11,30,2,1,11,10001,3,7,1,11,3,37,1,1,7,6,2,4,1,4,2,101,4,7,54,5,4
1,4,5,5,4,2,1,5,2,2,1,2,1,1,3,5,4,4,1,1,4,8,5,1,1,1,4,2,3,8,3,3,3,4,4,3,4,7,3,3,4,4,1,5,5,3,3,4,2,2,2,2,1,2,11,11,11,11,11,11,11,11,1,2,5,4,4,9,8,8,1,1970,5,1,11,2,1,1,5,1,6,2,17,1,11,39,2,3,11,10001,5,8,1,11,3,42,1,1,7,4,2,1,1,8,2,101,6,10,32,3,2
2,4,5,5,4,1,3,5,2,2,1,1,1,1,4,5,2,1,1,1,1,1,5,1,2,1,3,5,2,8,4,5,5,6,20,4,3,4,4,4,2,2,2,1,4,2,1,4,4,2,2,1,1,1,1,2,2,1,2,2,2,2,8,2,2,4,5,10,10,10,1,1948,1,11,1,3,1,1,4,1,8,2,18,1,11,45,1,3,11,10001,5,7,17,1,1,37,3,1,5,2,3,4,1,2,2,101,8,8,54,5,4
2,4,4,4,2,1,2,5,2,2,1,2,1,1,5,5,1,2,3,2,5,2,5,2,5,1,3,2,4,2,2,2,2,14,5,1,3,3,2,3,6,2,5,3,4,3,3,3,2,5,3,5,1,1,2,2,2,7,1,1,1,7,8,2,2,4,4,8,8,7,2,1959,1,11,1,4,3,1,5,1,8,2,20,1,11,39,2,3,11,10001,7,7,1,11,3,42,1,6,7,2,2,1,1,8,2,101,6,12,43,4,3
1,2,4,4,4,1,2,5,1,2,8,8,8,8,3,5,5,2,1,2,1,1,5,1,1,1,3,4,5,2,2,4,1,16,14,3,2,1,3,3,3,1,4,2,4,1,2,4,3,1,2,1,2,1,1,2,2,7,1,1,1,7,8,2,3,5,8,8,8,10,2,1963,1,11,1,4,3,1,5,1,8,2,18,1,11,34,2,3,11,10001,5,8,1,11,3,40,1,1,6,4,2,1,1,5,2,101,7,11,39,3,2
1,1,3,3,5,1,1,3,3,1,1,2,2,1,1,5,1,5,1,2,2,1,2,1,2,1,4,4,1,3,4,3,4,6,10,3,3,7,3,3,4,2,2,11,11,11,11,11,11,3,88,3,1,1,1,1,1,1,1,2,2,1,1,1,2,5,3,8,5,10,1,1930,1,11,1,2,1,1,5,1,7,2,13,4,11,10,2,4,2,10001,5,8,4,11,4,7,2,1,5,6,3,4,1,3,2,101,4,6,72,7,5
2,2,5,2,3,3,1,5,1,1,1,2,2,1,5,5,5,1,1,1,4,1,5,1,2,1,5,1,3,2,1,1,3,10,4,1,2,3,4,4,5,2,4,4,5,4,3,4,4,3,5,3,1,1,1,1,7,7,1,1,7,7,1,4,2,5,3,5,2,10,2,1975,1,11,1,3,1,2,3,1,1,1,10,6,11,32,2,1,11,10001,3,4,17,1,4,45,1,1,5,5,3,1,1,1,2,101,3,6,27,2,2
2,4,4,4,2,2,2,4,3,3,1,2,2,2,5,5,4,4,1,1,4,2,5,1,2,1,4,1,3,2,2,3,3,5,4,3,3,1,1,1,5,2,2,2,4,3,3,4,4,2,2,2,1,1,1,1,1,1,2,2,2,11,1,2,2,2,4,8,3,8,2,1955,1,11,1,4,3,1,5,1,1,1,12,2,11,39,1,4,1,1,5,8,1,11,1,36,2,1,6,4,3,1,1,8,1,8,3,10,47,4,3
1,3,5,1,1,3,1,5,1,1,1,2,2,1,5,5,5,1,1,1,4,1,5,1,5,1,3,1,4,3,1,1,1,10,0,2,1,1,1,1,6,1,2,5,1,2,3,4,4,4,3,2,1,1,1,2,7,7,1,1,7,7,1,3,1,2,3,88,10,10,2,1962,5,1,11,4,2,2,4,1,6,2,101,1,11,35,2,1,11,10001,3,5,1,11,3,37,1,1,6,1,5,1,1,5,2,101,3,7,40,4,3
1,5,5,5,1,1,2,5,3,3,8,8,8,8,5,5,5,1,1,2,1,1,5,1,2,1,3,2,4,2,2,2,2,15,2,2,4,1,4,4,4,2,2,2,5,2,3,4,4,3,4,1,1,1,1,1,1,7,1,1,1,7,8,2,5,2,5,8,8,10,2,1957,1,11,1,3,2,1,5,1,7,2,16,1,11,32,2,1,11,10001,4,5,1,11,1,50,1,1,5,4,4,1,1,5,1,5,5,8,45,4,3
1,2,3,1,1,2,2,1,1,1,1,3,2,1,3,5,5,1,1,1,1,1,5,1,5,1,5,5,1,3,2,6,3,2,10,3,3,7,3,4,8,11,1,7,7,7,7,7,7,3,8,1,1,2,11,11,11,11,11,11,11,11,1,2,4,5,1,8,5,9,1,1928,1,11,1,2,1,1,7,1,5,2,14,15,1,45,1,3,11,10001,5,5,13,2,11,1001,2,1,6,5,3,1,1,13,8,101,6,7,74,7,5
1,5,5,5,2,2,3,5,2,2,8,8,8,8,3,5,3,1,1,2,3,2,5,1,1,1,3,4,2,3,2,4,3,12,12,3,3,4,4,4,3,2,4,2,4,3,3,3,3,3,3,3,1,1,1,1,1,7,1,1,1,7,8,2,3,4,4,8,8,10,1,1953,3,1,11,6,5,1,5,1,8,2,18,1,11,40,1,3,11,10001,5,7,2,11,4,35,1,1,5,3,3,4,1,1,2,101,8,11,49,4,3
1,4,5,4,3,2,2,5,3,3,1,2,2,1,2,4,2,4,1,1,3,2,5,1,2,1,3,5,1,3,4,3,4,5,5,3,2,4,3,4,2,4,1,4,2,3,3,4,4,3,2,2,2,1,1,1,1,1,1,2,2,1,1,3,3,1,5,5,1,9,1,1944,1,11,1,2,1,1,5,1,8,2,18,1,11,48,1,2,11,10001,5,7,1,11,1,37,1,1,5,2,4,1,1,1,2,101,9,13,58,5,4
11,11,11,11,11,11,5,5,2,2,1,3,3,1,5,5,5,1,1,1,5,5,5,1,1,1,3,1,3,3,3,3,3,1,1,3,3,4,3,3,6,5,3,5,5,11,11,11,11,2,88,2,1,1,7,7,7,7,1,1,1,7,1,5,5,1,5,5,0,0,2,1967,5,1,11,8,5,3,11,1,4,1,12,1,11,40,2,1,11,10001,7,4,1,11,2,50,2,1,8,1,3,2,1,1,2,101,4,9,35,3,2
1,5,5,4,4,1,1,5,1,1,1,2,2,2,5,5,1,2,2,2,1,1,5,1,2,1,3,1,5,1,2,5,1,0,2,4,5,4,4,4,5,4,2,5,1,3,4,4,4,3,2,2,1,1,1,1,2,2,1,1,1,1,1,5,4,5,4,10,8,10,2,1946,1,11,1,2,1,1,1,1,7,2,11,3,11,25,2,1,11,10001,4,8,14,1,2,888,1,1,6,5,2,1,1,8,2,101,3,7,56,5,4
1,5,5,3,1,3,3,5,3,3,1,2,2,1,3,3,3,1,1,1,3,1,5,1,1,1,4,2,5,8,3,2,5,8,8,5,4,1,1,1,2,3,3,3,3,4,4,4,4,3,2,2,1,1,2,2,2,1,1,1,1,1,1,1,4,2,4,7,7,10,2,1955,1,11,1,2,1,1,4,1,7,2,18,1,11,37,1,1,11,10001,1,7,1,11,3,37,1,1,7,101,3,4,1,13,2,101,8,12,47,4,3
4,2,2,3,1,1,4,2,3,3,1,2,2,1,3,5,3,5,1,2,2,1,3,1,1,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,1,5,1,5,2,2,4,4,3,3,3,1,1,1,3,2,1,1,1,1,1,1,2,4,5,3,10,9,10,2,1956,2,2,11,2,2,1,4,1,6,2,13,1,11,38,2,3,11,10001,11,11,101,11,11,1001,1,6,6,6,2,4,1,8,2,101,6,6,46,4,3
3,2,2,4,3,2,3,5,3,3,1,3,2,1,4,5,1,5,1,1,2,3,5,1,3,1,3,5,1,3,5,6,5,7,19,3,5,4,4,4,3,5,2,5,1,3,4,4,4,3,2,2,2,1,1,1,1,1,1,1,1,1,1,3,4,3,5,8,4,8,1,1948,1,11,1,2,1,1,5,1,8,2,20,2,11,55,1,4,1,5,5,8,8,11,3,30,3,1,7,2,5,2,1,8,2,101,9,13,54,5,4
3,2,3,3,3,1,1,5,2,2,1,2,8,1,2,5,5,5,1,2,2,2,3,2,2,1,2,3,3,3,3,3,3,5,5,3,2,3,3,3,6,3,3,7,7,7,7,7,7,3,8,2,1,1,1,3,7,7,11,11,11,11,11,11,11,11,11,101,8,5,1,1971,5,1,11,4,1,3,5,1,11,11,101,101,1,37,1,3,11,10001,5,6,1,11,3,37,1,1,7,9,4,1,1,2,2,101,2,6,31,3,2
1,5,5,3,2,1,3,3,3,3,1,2,2,1,5,5,2,2,1,2,1,1,4,1,3,1,4,3,3,2,3,2,2,10,3,3,5,4,4,1,3,4,2,2,4,11,11,11,11,3,3,2,2,1,1,1,1,1,1,1,1,1,1,2,4,5,3,7,5,8,2,1946,1,11,1,3,1,1,3,1,9,2,15,6,11,37,2,3,11,10001,1,9,2,11,4,38,1,1,5,5,3,3,1,8,1,8,5,6,56,5,4
4,2,4,2,4,1,4,4,2,2,2,2,2,1,4,5,5,4,1,1,1,1,4,1,2,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,101,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,101,101,101,2,1943,11,2,11,101,1,1,2,1,9,1,101,1,11,37,2,1,11,10001,11,11,101,11,11,1001,1,1,5,7,3,8,1,7,1,7,3,3,59,5,4
1,5,4,5,5,1,1,5,5,2,1,2,1,1,5,5,3,1,1,1,1,1,5,1,1,1,3,1,4,3,3,2,3,10,6,2,5,4,3,4,5,5,1,7,7,7,7,7,7,3,8,1,2,1,1,2,1,1,1,1,1,1,1,5,5,3,3,10,10,10,2,1937,1,11,1,2,1,1,6,1,8,2,15,13,2,1001,11,11,11,10001,6,8,15,1,1,40,2,1,5,4,5,2,1,2,1,2,4,8,65,6,5
1,2,2,5,2,2,1,5,2,2,1,2,2,1,2,5,1,5,2,1,2,1,5,1,5,1,3,1,5,2,1,1,1,15,0,2,4,3,4,4,6,5,1,7,7,7,7,7,7,2,8,2,2,1,1,3,2,1,1,1,1,1,1,2,4,4,4,7,5,10,2,1929,1,11,1,2,1,1,5,1,7,2,16,15,1,30,1,1,11,10001,5,8,15,1,2,50,1,1,4,2,3,4,1,3,1,3,3,9,73,7,5
4,8,4,5,8,8,1,4,2,2,1,1,1,1,8,5,5,1,1,1,1,8,8,1,5,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,3,3,7,7,7,7,7,7,3,8,2,1,2,11,11,11,11,11,11,11,11,1,2,4,5,8,10,8,10,1,1983,5,2,11,5,3,1,6,2,7,3,14,12,2,1001,11,11,11,10001,11,11,101,11,11,1001,1,1,8,3,3,1,1,1,8,101,1,11,19,1,1
2,2,2,2,1,1,2,2,2,2,3,3,2,1,8,5,1,2,2,1,2,1,2,1,1,11,11,2,1,8,6,6,1,101,101,11,11,3,11,11,11,8,1,7,7,7,7,7,7,4,8,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,101,101,1,1932,11,11,11,101,11,11,7,11,9,11,101,15,1,1001,1,3,11,10001,11,11,101,11,11,1001,1,1,8,10,3,4,1,8,2,101,1,101,70,7,5
2,2,2,3,1,4,4,2,4,4,1,3,2,2,3,5,2,2,1,1,4,1,5,3,3,1,3,1,5,1,4,1,1,17,2,2,5,3,4,4,6,3,2,7,7,7,7,7,7,4,8,2,8,1,1,3,3,2,1,1,1,1,1,3,4,5,8,8,5,10,2,1936,1,11,1,2,1,1,4,1,5,2,101,16,1,8,2,3,11,10001,4,6,15,1,3,45,2,1,7,4,3,4,1,8,2,101,1,6,66,6,5
1,4,4,5,2,2,2,5,2,2,1,1,1,1,5,5,5,1,1,1,2,2,5,2,4,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,2,5,2,5,2,4,4,4,3,3,2,1,1,1,1,1,7,1,1,1,7,1,2,5,8,5,9,6,8,1,1960,3,2,11,3,2,1,6,1,7,2,15,1,11,40,1,3,11,10001,11,11,101,11,11,1001,1,1,6,5,3,4,1,1,1,1,5,5,42,4,3
5,1,1,2,8,1,8,2,3,3,1,3,3,1,8,5,1,4,1,1,1,1,8,4,5,1,3,4,2,5,3,3,4,12,28,3,5,4,4,4,3,3,1,7,7,7,7,7,7,3,8,2,1,1,1,1,1,1,1,3,2,2,1,2,2,8,3,0,0,10,1,1934,1,11,1,3,1,1,1,1,4,2,12,15,1,37,1,3,11,10001,3,4,15,1,1,30,1,1,8,8,3,1,1,1,1,1,1,3,68,6,5
1,5,5,5,3,3,1,5,3,5,1,2,1,1,3,5,2,2,1,1,1,1,8,1,3,1,3,5,1,3,3,5,3,20,20,3,2,4,4,4,3,2,3,5,4,2,3,4,3,3,3,2,1,1,1,1,1,11,1,2,2,11,1,2,5,5,2,8,5,10,1,1960,1,11,1,4,3,1,2,1,5,3,10,1,11,37,1,3,11,10001,5,5,1,11,3,35,1,1,6,5,3,4,1,1,2,101,7,10,42,4,3
1,3,5,3,3,1,2,5,2,1,1,3,2,2,3,5,5,2,1,1,2,1,5,2,2,1,5,1,4,3,2,4,1,20,4,3,4,7,3,2,6,3,4,7,7,7,7,7,7,3,8,3,1,2,11,11,11,11,11,11,11,11,1,3,3,2,1,9,8,10,2,1944,1,11,1,2,1,1,1,1,1,1,7,14,1,30,2,1,11,10001,1,5,1,11,3,37,1,1,7,7,3,4,1,1,1,1,1,6,58,5,4
1,5,5,5,5,1,1,5,2,3,1,2,2,2,5,5,3,1,1,1,4,1,4,1,1,1,3,1,5,8,3,2,4,16,14,3,4,3,4,4,5,3,2,3,4,4,4,4,4,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,5,8,3,8,8,8,2,1951,1,11,1,2,1,1,4,1,7,2,13,1,11,37,1,1,11,10001,5,7,1,11,1,37,1,1,7,3,3,1,1,1,2,101,5,8,51,5,4
2,5,5,5,4,2,2,5,2,2,1,2,1,1,5,5,2,4,1,1,1,1,5,1,2,1,2,1,5,3,1,1,1,14,2,3,5,4,3,4,3,5,1,7,7,7,7,7,7,1,8,1,1,1,1,1,1,1,1,1,1,1,1,4,2,5,3,6,0,10,2,1942,1,11,1,2,1,1,3,1,9,2,12,15,1,37,2,1,11,10001,6,5,13,1,3,45,1,1,7,5,4,1,1,1,1,1,2,6,60,6,5
4,1,1,2,1,5,1,2,1,1,1,3,2,2,1,5,1,5,1,1,2,1,4,2,5,1,5,1,3,3,1,1,1,12,3,2,4,4,3,3,4,5,2,7,7,7,7,7,7,3,8,2,1,1,1,3,2,2,1,1,1,1,1,8,1,5,1,10,5,10,2,1937,1,11,1,2,1,1,3,1,6,2,12,13,1,30,1,1,11,10001,3,6,15,1,1,37,1,1,5,5,4,1,1,3,1,3,6,9,65,6,5
2,4,3,4,1,2,2,5,1,2,1,2,2,1,5,5,5,1,2,1,4,1,5,1,1,1,3,1,4,3,2,2,2,8,2,2,2,3,3,3,2,5,1,5,1,2,3,4,4,2,2,2,1,1,1,2,2,1,1,1,1,1,1,5,3,5,5,10,7,10,2,1952,1,11,1,2,1,1,7,1,1,1,101,1,11,37,2,11,11,10001,1,2,1,11,1,37,1,1,7,4,3,4,1,5,2,101,5,8,50,5,4
11,11,11,11,11,1,11,11,11,11,11,11,11,11,3,5,2,1,1,1,1,2,8,2,4,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,11,11,7,7,7,7,7,7,4,8,3,2,1,1,1,1,1,1,1,1,1,1,3,2,1,1,5,4,10,2,1923,2,2,11,2,1,1,4,1,5,2,14,15,1,40,2,3,11,10001,11,11,101,11,11,1001,2,1,8,7,3,3,1,13,2,101,2,2,79,7,5
4,2,2,4,5,3,3,5,3,3,2,2,2,2,4,5,5,4,1,1,2,1,2,1,1,1,3,4,2,3,4,4,5,5,15,4,3,4,2,2,3,4,3,2,2,3,4,3,3,3,4,3,2,1,1,1,1,7,1,1,1,7,1,2,5,5,3,2,0,8,1,1961,1,11,1,4,3,1,7,1,6,2,12,1,11,39,2,3,11,10001,7,6,1,11,3,39,1,1,7,4,4,1,1,8,2,101,7,11,41,4,3
1,5,5,5,4,1,1,5,1,1,1,2,1,1,2,5,5,2,1,1,2,1,5,1,1,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,2,5,1,5,2,3,4,4,5,3,3,1,1,7,1,1,7,7,1,1,7,1,1,5,8,8,10,10,10,2,1953,5,2,11,2,2,1,5,1,8,2,20,1,11,55,1,1,11,10001,11,11,101,11,11,1001,1,6,8,3,1,5,1,5,2,101,7,7,49,4,3
2,2,3,2,1,1,4,4,2,1,1,2,2,1,4,5,4,2,1,1,4,2,5,1,1,1,3,4,5,1,1,6,1,2,20,1,3,2,1,3,2,4,2,2,5,2,1,4,4,3,5,3,1,1,1,1,1,7,1,1,1,7,1,4,4,5,4,6,6,7,2,1965,1,11,1,3,1,2,5,1,8,2,17,1,11,30,2,1,11,10001,5,8,1,11,1,50,1,1,5,6,3,4,1,5,2,101,4,9,37,3,2
