s1_1,s1_2,s1_3,s1_4,s1_5,s1_6,s2,s2b,s3_1,s3_2,s4_1,s4_2,s4_3,s4_4,s5_1,s5_2,s5_3,s5_4,s6,s7_1,s7_2,s7_3,s7_4,s7_5,s8,s8b,s9,s10a,s10b,s11,s12,s13,s14,bvq_14,bvq_34a,s15a,s15b,s16a,s16b,d17,s18_1,s18_2,s18_3,s18_4,s18_5,s18_6,s19,s20_1,s20_2,s20_3,s20_4,s21,s22a,s22b,s23,s24,s25,s26,s27_1,s27_2,s27_3,s28a,s28b,s29,s30a,s30b,s31_1,s31_2,s32_1,s32_2,s32_3,s32_4,s32_5,s32_6,s32_7,s32_8,s33_1,s33_2,s33_3,s33_4,s34_1,s34_2,s34_3,s34_4,s34_5,s34_6,bvq_01,bvq_02_3,bvq_03,bvq_04_1,bvq_04_1_oth,bvq_04_2,bvq_04_2_oth,bvq_05_1,bvq_05_2,bvq_07,bvq_08,bvq_09,bvq_10,bvq_15_1,bvq_15_2,bvq_16,bvq_17,bvq_18,bvq_21,bvq_22,bvq_22_oth,bvq_23,bvq_24,bvq_25,bvq_26,bvq_26_oth,bvq_28,bvq_29,bvq_30,bvq_31,bvq_32,bvq_33,bvq_37,bvq_dk1_1,bvq_dk1_2,bvq_dk1_3,bvq_dk1_4,GI
5,1,1,8,1,2,3,1,3,2,5,2,1,5,1,5,8,8,4,5,1,3,1,3,1,3,1,2,3,4,1,2,2,1,1,30,4,8,0,3,1,3,8,5,1,5,1,8,8,8,8,2,2,6,3,4,4,3,3,3,4,4,3,5,2,,4,,2,4,1,2,3,3,1,2,2,2,1,5,5,5,4,5,5,5,2,1939,14,7,,11,"Tresproglig korrespondent (eng., tysk, spansk)",11,1,1,2,,,11,1,,1,1,3,2,,3,4,1,11,,2,0,0,2,8888888888,22000,4,0,1,0,0,
1,5,4,5,1,5,3,3,1,1,4,5,5,1,1,1,1,1,2,3,3,3,3,3,1,9,3,3,8,4,2,2,2,3,6,3,0,,,,,,,,,,,3,3,3,3,1,5,6,6,4,4,2,3,3,3,4,3,0,3,,5,,4,3,1,4,2,5,8,5,8,3,3,4,2,5,4,4,3,4,2,1996,17,4,,5,,1,,1,2,,,,,,,,1,2,,8,99,1,1,,2,0,0,2,4500,8888888888,1,1,0,0,0,1.1590141173843
1,1,5,4,8,5,3,3,1,1,5,5,5,1,1,1,1,1,2,2,2,3,3,3,1,12,2,3,8,2,2,8,2,1,1,10,25,40,40,3,5,3,3,4,3,4,3,2,2,2,2,1,1,1,1,1,1,2,3,3,3,2,4,2,,4,,8,1,8,8,8,8,8,8,8,8,8,8,8,4,4,4,2,2,4,1,1983,12,3,,1,,1,,2,2,,8,1,,37,2,2,1,1,,7,8,3,,,2,1,1,4,32000,55000,3,0,1,0,0,2.35022710113064
2,1,4,5,8,5,1,3,2,1,2,1,1,1,2,4,2,4,2,4,2,2,3,3,2,,2,2,2,2,1,2,2,1,1,10,9,0,9,3,2,1,1,2,6,1,1,8,8,8,8,8,4,5,6,3,2,2,8,8,8,4,3,2,,2,,2,1,2,1,2,1,3,2,2,2,3,3,5,3,5,4,5,2,3,1,,0,2,,1,,11,2,,,,,11,1,,1,1,2,2,,6,6,1,14,,,,,,,,,,,,,
1,5,5,4,3,5,3,3,1,1,5,2,2,3,4,4,4,4,2,3,3,3,3,3,1,10,2,3,6,2,1,2,2,1,6,8,50,11,50,5,4,3,6,4,3,2,4,2,3,3,8,1,4,3,4,1,4,2,3,3,3,2,4,2,3,,2,,2,3,1,4,2,3,3,2,3,3,4,3,3,3,2,4,3,3,1,1984,14,8,Erhvervsuddannelse (anlægsgartner),3,,1,,2,2,,1,1,,35,1,2,1,2,,7,5,1,1,,2,1,1,4,30000,50000,5,0,1,0,0,1.6851852389066
1,5,5,4,1,5,3,3,1,1,4,2,5,1,2,2,1,1,2,3,3,3,3,3,1,9,3,3,8,2,1,2,1,1,1,1,0,1,0,3,4,3,3,2,6,1,3,3,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,4,8,8,4,1,3,1,1,2,4,3,1,1,1,1,1,2,3,3,3,3,3,1,12,3,8,8,1,2,2,2,1,1,10,0,10,0,3,3,3,3,1,3,1,3,2,8,8,8,2,3,3,4,3,3,4,3,3,3,5,1,3,4,,5,,2,4,1,5,1,3,1,3,3,3,3,5,3,5,3,4,2,4,1,1961,13,3,,3,,1,,1,2,,,1,,37,1,2,1,1,,8,6,3,,,3,0,0,3,8888888888,8888888888,1,1,0,0,0,1.15182928092564
2,3,1,4,1,3,1,1,3,2,3,2,1,5,1,5,2,2,3,3,2,3,3,2,1,12,3,8,6,2,2,2,2,1,1,3,2,0,0,3,1,1,1,3,1,3,1,,,,8,3,7,7,6,1,1,3,1,3,4,5,3,2,3,,2,,2,1,1,4,1,5,1,2,5,5,4,5,5,5,5,3,1,4,2,,16,3,,3,,11,1,1,2,,,11,1,,1,99,1,,,99,4,1,1,,2,0,0,2,8888888888,8888888888,2,1,0,0,0,0.958919363379423
1,5,5,5,1,5,3,3,2,1,5,8,1,8,3,3,5,5,4,3,3,3,3,3,1,12,2,2,6,3,2,2,2,1,1,1,1,3,2,3,4,3,3,3,4,2,3,8,8,8,8,2,1,7,1,1,1,3,3,3,3,2,3,2,2,,2,,2,2,1,2,1,3,8,3,8,3,2,8,5,5,3,4,4,4,1,1946,17,7,,5,,11,1,2,1,4,2,11,1,,1,2,1,3,,5,4,1,1,,2,0,0,2,8888888888,8888888888,1,1,0,0,0,0.986900505058563
1,5,5,5,1,5,3,3,1,1,5,5,5,1,1,1,1,1,3,3,3,3,3,3,1,6,3,4,4,4,2,2,2,3,4,20,20,,,,,,,,,,,8,8,8,8,2,7,8,1,1,1,2,3,3,3,3,4,3,,1,,3,3,1,1,3,1,5,3,3,3,3,3,5,4,5,5,5,4,5,2,,5,4,,6,,11,1,1,2,,,,,,,,2,2,,6,5,1,,,1,,,1,8888888888,,3,0,0,1,0,0.273936126091592
1,5,5,5,3,5,3,3,8,1,4,8,5,1,2,2,1,1,2,3,3,3,3,3,1,2,3,3,8,2,2,2,2,3,6,0,0,,,,,,,,,,,8,8,8,8,1,5,8,8,3,3,4,3,3,3,5,3,0,3,,4,,5,8,1,3,1,5,5,5,4,3,4,4,8,3,4,4,8,8,2,2002,13,3,,1,,8,1,2,2,,1,,,,,,3,2,,7,5,3,,,3,1,0,4,8888888888,8888888888,2,0,1,0,0,1.23421992103203
1,5,5,5,8,5,3,3,1,1,2,4,5,1,1,2,1,1,2,3,3,3,3,3,1,3,3,3,8,2,2,4,1,1,2,3,0,2,0,4,3,2,6,3,2,3,2,1,8,8,8,2,5,2,2,1,2,1,3,3,3,5,3,0,,1,,2,5,4,3,5,4,5,5,5,2,2,3,5,5,4,4,4,2,2,2,1998,15,4,,4,,2,,2,1,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,
1,5,5,5,3,5,3,3,1,1,5,5,5,1,1,1,1,1,2,3,3,3,3,3,1,9,3,3,8,2,1,4,1,1,1,16,0,16,0,4,2,3,3,4,3,3,3,3,3,8,8,2,7,7,3,4,4,1,3,3,3,5,3,0,3,,5,,4,4,1,4,4,4,2,1,2,1,1,3,5,5,5,4,3,5,1,1978,16,7,,4,,1,,2,2,,1,1,,45,1,1,1,1,,6,4,1,7,,2,0,0,2,60000,130000,1,0,0,1,0,1.19849532520136
4,2,4,5,5,5,3,3,3,1,5,5,5,5,2,2,2,2,2,4,3,3,3,3,1,12,2,2,6,2,1,2,1,1,1,5,0,8,0,3,4,3,3,3,4,3,3,8,8,8,8,2,1,7,7,4,4,3,3,3,3,3,4,1,3,,5,,2,2,1,4,1,5,3,5,4,5,3,5,5,5,5,5,5,5,1,1958,6,3,,3,,11,1,2,2,,1,1,,37,1,2,2,2,,6,5,1,1,,2,0,0,2,8888888888,8888888888,2,1,0,0,0,0.77514136164161
2,3,2,5,3,5,3,3,2,8,4,2,5,1,1,1,1,1,2,3,3,3,3,3,1,12,3,4,3,2,1,2,2,2,4,16,3,,,,6,2,2,2,6,2,,3,3,1,1,2,2,2,2,1,1,3,3,3,3,3,4,10,,1,,5,5,4,1,4,1,5,4,5,5,4,3,4,4,5,4,5,4,4,2,1973,23,4,,7,,1,,1,2,,,2,,70,4,,1,2,,6,5,1,1,,3,1,0,4,20000,8888888888,5,1,0,0,0,0.697290089651345
4,2,2,5,3,5,3,3,2,2,8,8,5,1,4,4,2,8,2,3,3,3,3,3,2,,3,4,3,1,1,1,1,1,1,7,3,7,0,4,4,4,2,4,3,4,3,2,2,3,2,2,1,7,4,4,1,3,3,3,3,4,3,1,,4,,8,2,8,1,8,2,8,8,8,1,1,1,1,1,5,1,5,2,3,1,1973,16,8,Gymnasie,6,,1,,2,2,,1,10,1,,4,,2,2,,8,99,1,11,,3,0,0,,8888888888,8888888888,4,1,0,0,0,0.757855406937718
1,5,5,1,3,5,3,3,8,8,3,3,3,3,1,1,1,1,3,3,3,3,3,3,2,,2,3,1,2,1,1,2,2,4,4,5,,,,1,1,1,1,1,1,,3,3,3,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,4,8,8,3,3,2,2,1,5,5,,1,4,4,4,4,2,4,2,3,3,3,,,2,2,8,2,2,2,2,3,6,7,0,,,,,,,,,,,,,,,2,2,6,3,4,4,3,8,8,8,3,4,0,,4,,8,3,4,2,3,2,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,2,2,,,3,2,3,2,2,4,8,3,2,2,2,2,2,4,3,3,3,3,,,2,1,3,1,2,2,2,3,5,14,0,,,,,,,,,,,8,8,8,8,2,8,8,8,1,1,4,3,3,3,2,4,1,,2,,2,2,1,1,4,3,5,2,2,2,2,3,4,5,5,3,5,5,5,2,1945,3,3,,11,kontoruddannelse,11,1,2,2,,1,,,,,,7,2,,88,99,1,9,,1,0,0,1,8888888888,,3,1,0,0,0,1.01124681541281
2,5,5,5,2,5,3,3,2,1,5,3,5,1,2,2,1,1,3,3,3,3,3,3,1,12,3,8,3,2,1,2,2,1,1,14,8,14,2,3,1,2,2,4,6,4,3,3,2,8,3,2,1,1,7,4,1,3,3,3,3,3,3,3,,1,,5,2,5,1,4,1,5,2,4,4,2,2,3,4,5,4,4,3,3,2,1965,20,4,,6,,1,,1,2,,,1,,37,2,2,1,2,,7,6,1,2,,2,0,0,2,40000,90000,3,1,0,0,0,0.450884718013568
1,5,5,5,1,5,4,3,2,1,5,5,5,1,1,1,1,1,2,3,3,3,3,3,1,6,3,4,3,2,2,2,2,1,1,2,0,0,0,3,1,3,1,3,2,1,3,8,8,8,8,4,1,1,4,1,1,2,3,3,3,5,3,2,3,,3,,2,3,1,4,2,5,5,5,5,5,5,5,4,5,5,5,1,5,2,1952,3,3,,11,selvstændig forretning,11,1,4,,5,1,1,,37,2,2,2,2,,5,5,1,,,2,0,0,2,8888888888,8888888888,4,1,0,0,0,0.617655317409212
1,5,5,5,4,5,3,3,8,8,5,5,5,1,2,2,1,1,20,3,3,3,3,3,1,6,3,8,8,8,8,2,2,2,4,5,0,,,,1,1,1,1,1,1,,3,8,8,8,2,1,4,5,4,4,2,3,3,3,2,5,1,3,,5,,4,4,1,5,2,5,2,5,4,3,5,4,5,5,3,5,3,4,2,1971,13,4,,8,,1,,1,2,,,1,,50,1,1,1,1,,7,3,3,,,1,1,0,2,8888888888,,3,1,0,0,0,1.54286788276657
3,3,3,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,3,8,8,8,8,8,1,3,8,8,8,8,8,8,8,1,1,10,10,10,0,3,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,8,3,3,8,3,3,2,1,2,5,5,1,1,1,1,1,2,3,3,3,3,3,1,12,3,4,4,1,1,4,1,3,6,3,0,,,,,,,,,,,2,3,8,3,2,4,8,4,2,4,6,3,3,3,4,3,0,,2,,2,1,3,2,2,3,1,2,2,3,2,2,3,4,5,2,5,1,3,1,2004,13,4,,1,,8,1,2,2,,1,,,,,,3,1,,8,4,3,,,3,1,0,4,8888888888,8888888888,2,0,1,0,0,2.60703339045174
1,4,5,5,3,5,3,3,2,1,5,3,4,1,3,3,1,1,3,3,3,3,3,3,1,10,8,8,8,4,1,4,1,1,6,7,15,10,20,3,5,4,4,2,3,4,4,2,2,3,2,1,3,6,3,3,4,3,3,3,3,5,3,3,,2,,3,2,4,1,2,2,4,3,2,3,1,1,4,3,4,2,5,2,5,1,1985,17,8,Kandidat,7,,1,,2,1,9,1,1,,34,2,2,3,2,,6,3,1,1,,2,1,2,5,100000,130000,3,0,1,0,0,1.25824393637764
1,5,5,5,5,5,3,3,1,1,2,4,2,4,5,5,4,4,2,3,3,3,3,3,1,9,3,3,8,4,3,4,2,3,4,10,0,,,,,,,,,,,1,8,8,8,2,7,4,1,7,4,5,3,3,3,1,5,2,2,,3,,3,5,1,1,1,1,1,1,3,3,3,2,5,5,1,5,1,5,1,1981,10,6,,11,Transport og logistik uddannet,1,,2,1,3,1,,,,,,1,2,,8,7,1,11,,1,0,0,1,8888888888,,4,0,1,0,0,2.09350416125164
1,5,5,5,2,5,3,3,2,1,3,2,5,1,1,1,1,1,2,3,3,3,3,3,1,10,2,3,6,2,1,2,2,3,5,12,0,,,,,,,,,,,1,2,8,8,2,4,7,6,1,1,4,3,3,4,5,3,2,1,,2,,2,4,1,4,4,5,2,2,1,2,1,4,4,5,3,3,4,3,2,1966,19,4,,4,,1,,1,2,,,,,,,,1,2,,6,4,1,3,,1,0,0,2,33000,,2,1,0,0,0,0.695966954745948
2,8,5,8,8,5,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,3,2,3,3,3,2,2,1,2,3,1,1,3,4,3,1,2,4,3,4,3,3,1,10,2,2,2,1,1,4,1,3,6,10,0,,,,,,,,,,,8,,,,2,4,8,1,1,4,4,4,3,3,4,3,1,,2,,2,3,4,1,2,4,1,2,1,8,3,8,3,3,5,3,5,4,4,1,1945,40,7,,4,,11,1,2,2,,2,,,,,,2,2,,6,4,1,1,,1,0,0,1,8888888888,,3,1,0,0,0,0.622436187086979
2,5,5,5,3,5,3,3,2,1,5,2,5,5,1,1,1,1,3,3,3,3,3,3,1,18,2,2,3,1,2,2,2,2,4,10,10,,,,1,3,8,2,2,2,,3,3,3,3,2,1,8,1,3,4,2,2,2,4,4,4,2,3,,4,,4,1,1,5,1,5,5,5,5,5,5,5,2,5,5,5,5,3,1,1959,15,3,,3,,1,,2,2,,2,1,,45,2,2,1,2,,8,5,1,12,,1,0,0,1,36800,,1,0,0,1,0,0.765128066109207
1,5,5,5,8,5,3,3,1,1,4,2,5,1,1,1,1,1,3,3,3,3,3,3,1,12,3,3,3,2,1,2,2,1,1,5,2,4,2,3,3,2,3,4,2,3,2,2,3,3,3,2,1,4,1,1,1,3,3,3,2,3,4,2,3,,5,,5,3,1,2,1,5,5,5,3,2,3,5,5,5,2,4,3,4,1,1972,17,3,,6,,1,,2,2,,2,1,,35,1,2,1,2,,8,6,1,6,,1,0,0,0,43000,,2,0,1,0,0,0.538112765108866
1,1,4,1,1,2,2,1,2,1,4,1,1,5,2,4,5,5,3,5,1,3,3,3,1,11,1,2,6,1,1,1,2,1,1,10,30,5,20,3,4,3,2,4,2,2,2,3,8,3,3,3,1,1,1,1,4,1,4,3,4,8,8,1,,4,,1,1,4,1,2,1,1,2,2,3,2,3,3,5,5,3,5,5,5,2,,11,3,,1,,14,1,,2,,,1,,37,2,2,3,1,,2,9,3,,,2,0,1,3,5500,8888888888,3,0,1,0,0,1.85031547858409
1,2,2,3,4,5,3,3,8,8,5,5,4,1,2,2,4,8,4,3,3,3,3,3,1,6,3,8,8,4,1,8,8,3,7,4,0,,,,,,,,,,,8,8,8,8,2,8,8,8,3,1,4,3,3,3,1,5,1,3,,3,,3,3,1,2,1,3,1,3,1,8,8,8,5,5,4,4,3,4,1,1957,9,3,,2,,1,,2,2,,1,,,,,,1,2,,88,9,1,1,,1,0,0,1,8888888888,,2,1,0,0,0,1.47353765864486
1,5,5,2,4,5,3,3,1,1,2,2,5,1,2,2,3,3,2,3,3,3,3,3,1,12,3,4,8,2,2,2,2,3,7,15,1,,,,,,,,,,,1,3,8,8,2,1,7,4,4,3,5,3,8,3,2,4,0,2,,2,,3,2,1,3,4,4,2,3,2,2,4,3,4,3,2,2,3,4,1,1984,13,3,,3,,1,,2,2,,1,,,,,,1,2,,8,6,1,11,,1,0,0,1,32500,,2,0,1,0,0,1.14218077350227
4,2,1,1,1,2,2,1,3,2,3,3,4,1,4,4,5,5,2,4,2,3,3,3,1,12,2,2,6,1,1,2,2,1,1,8,2,2,5,3,4,2,3,2,3,4,3,1,1,1,1,2,1,1,1,1,1,2,4,4,4,5,4,3,2,,3,,1,3,3,3,3,3,3,3,3,3,3,3,1,4,1,5,1,2,1,1962,16,8,Lærer,6,,2,,1,1,50,,1,,37,1,2,1,2,,6,4,1,1,,2,0,0,2,50000,85000,4,0,1,0,0,0.278887798202896
,3,3,5,8,5,3,3,2,1,2,2,4,1,4,4,2,2,2,3,3,3,3,3,1,1,3,2,3,2,1,2,2,3,6,3,0,,,,,,,,,,,2,3,8,8,3,3,6,3,3,3,2,3,3,3,4,3,0,2,,8,,2,2,1,3,1,3,8,4,4,1,8,8,5,4,3,3,3,4,1,2003,0,3,,1,,5,,6,2,,1,,,,,,1,1,,8,5,3,,,2,0,0,2,15400,40000,5,1,0,0,0,1.99133134963131
1,4,3,5,3,5,3,3,2,1,2,4,5,1,2,2,1,1,2,3,3,3,3,3,1,6,3,2,3,2,2,2,2,1,1,30,30,15,10,3,1,3,3,5,2,5,2,1,2,3,3,2,3,4,3,1,1,3,3,3,3,3,4,4,3,,5,,5,1,1,4,1,5,5,5,5,4,3,5,5,5,5,5,5,5,2,1975,17,8,Læge,7,,1,,2,1,8,8,2,,50,4,,1,1,,8,6,1,12,,2,2,0,4,35000,100000,1,0,1,0,0,1.88525843300876
3,4,5,2,8,5,3,2,1,1,3,1,3,1,2,2,5,5,2,3,3,3,3,3,1,12,3,8,3,2,2,2,2,3,6,5,0,,,,,,,,,,,1,2,3,3,2,1,6,3,4,4,4,5,3,3,3,4,0,1,,2,,2,5,1,3,2,2,1,2,2,1,1,5,5,5,2,4,5,5,1,1987,15,7,,6,,1,,2,1,10,8,,,,,,1,2,,7,5,3,,,,,,,8888888888,8888888888,1,0,1,0,0,2.01923669167025
1,4,5,5,4,5,3,2,1,1,3,5,5,1,2,2,2,2,2,3,3,3,3,3,2,,3,3,4,2,1,2,2,1,2,20,0,25,0,4,3,3,4,3,3,2,4,8,8,8,8,3,1,7,5,2,4,3,3,4,4,3,4,1,1,,2,,2,3,1,2,4,2,3,2,2,1,2,4,4,4,3,4,3,3,1,1954,13,3,,3,,11,1,2,2,,1,1,,33,1,2,1,2,,8,8,1,1,,2,0,0,2,8888888888,8888888888,2,1,0,0,0,0.725707327806855
2,4,5,5,4,5,1,3,1,1,5,3,3,3,3,3,3,3,2,3,3,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,5,5,1,5,3,3,1,1,5,5,5,1,2,2,1,1,3,3,3,3,3,3,1,10,2,4,3,2,3,8,8,1,1,15,8,10,5,3,1,3,3,4,2,4,3,8,8,8,8,2,5,7,1,1,1,3,3,3,3,5,3,3,,4,,3,2,5,1,1,1,5,,3,5,1,1,1,4,5,3,3,3,3,2,1948,17,4,,6,,11,1,6,2,,1,11,1,,4,,2,2,,8,4,1,3,,2,0,0,2,30000,60000,3,1,0,0,0,0.4930562036003
1,5,5,5,2,5,3,3,1,1,4,2,5,1,1,1,1,1,2,3,3,3,3,3,1,12,3,4,8,1,2,2,2,1,6,25,3,20,5,4,5,4,3,1,1,1,2,3,3,3,3,2,8,8,2,4,4,3,3,3,3,4,4,2,,1,,4,3,2,1,2,1,5,3,5,4,5,3,4,2,5,4,5,2,4,1,1967,20,4,,8,,1,,1,2,,,1,,40,1,2,1,1,,8,6,1,6,,3,1,0,4,42000,72000,2,1,0,0,0,0.525148651034632
1,5,4,5,5,5,3,3,2,1,5,4,2,2,2,2,1,1,3,3,3,3,3,3,1,12,3,3,1,2,1,1,1,1,1,12,10,3,10,3,3,3,3,1,3,2,3,8,8,8,8,3,7,7,4,7,5,3,3,3,3,5,3,3,3,,3,,3,2,2,3,3,3,2,3,2,1,2,2,4,5,4,4,2,2,1,1950,14,6,,6,,11,1,2,2,,1,1,,40,2,1,2,2,,8,4,1,11,,2,0,0,2,20000,65000,4,1,0,0,0,0.645636459088351
1,3,5,5,2,5,3,3,2,1,3,1,5,1,1,1,1,1,2,3,3,3,3,3,1,6,8,8,8,8,8,1,2,1,6,5,0,2,0,5,1,3,3,3,1,2,2,8,8,8,8,2,8,4,4,4,4,3,3,3,3,3,2,0,,1,,3,2,3,1,3,2,5,5,3,4,3,3,4,8,8,8,8,8,8,2,2001,15,5,,1,,8,2,,,,,12,2,,,,1,1,,8,5,1,2,,2,0,0,2,8888888888,8888888888,1,0,1,0,0,1.36253501680248
1,4,5,2,5,5,3,2,2,1,5,3,5,1,2,2,1,1,2,3,3,3,3,3,1,12,2,3,8,2,1,2,2,1,1,10,14,8,8,4,1,1,2,2,4,1,3,3,3,3,3,2,3,7,2,4,4,3,3,3,3,4,3,3,3,,3,,4,1,1,4,1,5,2,8,5,3,3,4,5,5,3,4,3,4,2,1955,17,4,,7,,1,,1,1,40,,1,,40,1,2,1,2,,7,3,1,1,,2,0,0,2,40000,79000,2,0,0,1,0,0.273936126091592
1,5,5,4,5,5,3,3,2,1,4,3,5,1,4,4,2,2,2,3,3,3,3,3,1,6,3,2,3,2,2,2,2,1,1,2,0,6,0,4,5,3,3,3,4,2,4,8,8,8,8,2,2,4,5,4,3,2,3,3,3,4,3,2,,2,,8,3,3,1,2,1,4,2,3,2,2,1,3,3,5,3,5,4,4,1,1974,16,3,,4,,1,,1,2,,,1,,29,2,2,1,2,,7,5,1,1,,4,0,0,4,40000,85000,3,0,1,0,0,0.908477973808207
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,8,8,8,8,8,1,12,8,8,8,8,8,8,8,88,7,0,0,,,,,,,,,,,8,8,8,8,8,8,8,8,88,8,8,8,8,8,8,8,5,,4,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,1940,0,2,,1,,11,1,2,2,,8,,,,,,7,7,,99,99,7,,,0,0,0,0,8888888888,,3,0,1,0,0,1.26298523905663
2,2,2,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,4,4,4,5,3,3,1,1,3,2,3,5,4,4,3,4,2,3,3,3,3,3,2,,3,3,2,2,1,2,2,1,1,10,0,10,0,3,4,3,3,3,3,2,3,8,8,8,8,2,2,3,3,1,1,3,3,3,3,3,4,3,2,,2,,2,3,1,2,2,3,2,3,3,3,3,3,4,5,4,5,5,5,1,1957,3,4,,3,,11,1,2,1,10,1,1,,35,1,2,1,2,,6,5,1,1,,2,0,0,2,13500,30000,4,0,1,0,0,0.802487339210674
2,2,2,5,5,5,3,2,2,1,5,4,1,1,4,4,4,4,2,3,3,3,3,3,1,9,2,2,3,2,1,2,2,1,1,2,1,2,0,3,3,3,3,3,6,4,3,3,3,,,1,3,7,2,4,7,1,3,3,3,5,3,2,,2,,3,1,5,1,1,2,1,1,2,1,1,3,1,3,5,2,5,5,4,1,1956,13,3,,2,,2,,4,,2,1,1,,30,1,2,1,2,,7,3,1,9,,2,0,0,2,8888888888,8888888888,2,0,0,1,0,1.08322388877077
1,5,5,5,3,5,3,3,1,1,4,5,4,1,2,2,2,2,2,3,3,3,3,3,2,,3,3,8,2,2,2,2,1,6,2,1,3,0,5,3,3,8,4,3,4,3,3,3,3,3,2,1,7,4,4,4,3,3,3,3,4,3,0,,1,,4,4,4,1,3,2,5,5,4,4,3,1,3,3,4,3,4,4,4,1,1988,18,4,,6,,1,,2,2,,1,1,,37,2,2,1,1,,8,3,1,3,,2,0,0,2,50000,80000,2,0,1,0,0,0.942774309529334
3,2,3,5,3,5,3,3,8,8,3,3,5,1,2,2,3,3,2,8,3,3,3,3,1,6,3,8,8,8,8,2,2,88,7,6,0,,,,,,,,,,,8,8,8,8,2,4,7,3,3,4,3,3,3,3,3,4,2,,4,,8,2,3,2,2,2,3,2,2,4,8,8,5,5,5,4,5,4,4,1,,15,8,5 år på Kolding kunsthåndværkerskole linie for formning og grafik,11,Linie for Formning og Grafik på Kolding Kunsthåndværkerskole,11,1,2,1,3,1,,,,,,1,2,,7,4,1,1,,2,0,0,2,8888888888,8888888888,3,1,0,0,0,0.783379605640387
1,5,5,5,5,5,3,3,1,1,5,5,5,1,1,1,1,1,2,3,3,3,3,3,1,12,3,3,1,2,1,2,2,1,4,3,0,1,0,4,3,1,1,4,2,3,2,8,8,8,8,2,1,7,4,4,4,2,3,3,3,5,3,2,,2,,5,2,4,1,4,4,5,1,3,1,1,1,1,2,5,2,5,2,4,2,1954,18,5,,6,,11,1,2,2,,1,11,1,,2,2,2,2,,8,3,1,1,,2,0,0,2,23000,37000,1,0,1,0,0,0.791577166466905
1,5,4,5,4,5,3,3,1,1,4,2,2,1,1,1,1,1,2,3,3,3,3,3,1,12,3,3,8,2,1,2,2,1,1,15,8,15,5,3,1,3,3,4,3,4,3,8,8,8,8,4,4,6,1,4,4,3,3,3,3,3,4,1,2,,5,,4,2,1,2,1,5,5,4,4,3,4,4,5,5,5,5,5,5,2,1953,12,3,,6,,11,1,1,1,20,,11,1,,1,2,1,2,,6,4,1,6,,2,0,0,2,25000,36000,1,0,1,0,0,0.246792221078518
1,5,5,5,1,5,3,2,2,2,2,2,3,1,1,2,1,2,2,3,3,3,3,3,1,24,3,4,4,2,1,2,2,1,1,20,1,20,1,3,3,3,3,3,3,1,2,8,8,8,8,2,7,7,1,1,1,3,1,8,8,4,3,2,3,,1,,5,1,1,5,1,5,5,5,5,5,5,5,,,5,,,,2,1943,0,3,,2,,11,1,2,1,50,8,11,1,,2,2,2,2,,7,6,1,1,,2,,,,8888888888,8888888888,4,0,0,1,0,0.958919363379423
2,2,2,4,4,5,4,3,2,1,4,2,5,5,5,5,5,5,2,4,3,3,3,3,1,6,2,2,3,2,1,2,2,1,1,25,0,5,0,5,5,4,4,5,5,2,3,8,8,8,8,2,7,7,6,1,1,4,3,3,3,5,3,2,,2,,3,1,3,3,3,4,1,1,1,2,3,3,1,5,5,1,2,5,4,1,1953,0,3,,1,,11,1,2,1,10,1,1,,32,1,2,2,2,,7,6,1,4,,3,,0,3,400000,400000,3,0,1,0,0,1.35686947306336
